emp_id,emp_name,gender,department,location,manager_name,employment_type,language,joining_date,exit_date
1286,Employee_1286,F,Tech Support,Hyderabad,Nisha Patel,Full-time,English,9/23/2021,
1287,Employee_1287,M,Sales,Delhi,Rajesh Rao,Intern,Tamil,5/17/2022,1/17/2023
1288,Employee_1288,F,Tech Support,Delhi,Meena Das,Intern,Tamil,1/3/2021,
1289,Employee_1289,M,Operations,Pune,Rajesh Rao,Full-time,Kannada,6/13/2020,
1290,Employee_1290,M,Sales,Hyderabad,Rahul Nair,Intern,Marathi,3/15/2022,
1291,Employee_1291,F,Marketing,Bangalore,Meena Das,Intern,Hindi,1/20/2023,
1292,Employee_1292,M,Operations,Delhi,Amit Joshi,Full-time,Hindi,7/18/2021,5/9/2022
1293,Employee_1293,M,HR,Mumbai,Rajesh Rao,Full-time,Marathi,2/26/2021,4/25/2023
1294,Employee_1294,M,Finance,Bangalore,Rajesh Rao,Full-time,Kannada,3/31/2020,
1295,Employee_1295,F,Finance,Mumbai,Rahul Nair,Full-time,Telugu,8/15/2021,9/23/2023
1296,Employee_1296,M,HR,Pune,Rahul Nair,Full-time,Kannada,10/20/2020,
1297,Employee_1297,M,Operations,Chennai,Meena Das,Intern,English,4/26/2023,
1298,Employee_1298,F,Finance,Pune,Meena Das,Intern,Hindi,12/6/2021,
1299,Employee_1299,F,Marketing,Bangalore,Rahul Nair,Full-time,Tamil,9/6/2021,9/6/2023
1300,Employee_1300,F,Finance,Mumbai,Nisha Patel,Intern,Hindi,4/28/2020,
1301,Employee_1301,M,HR,Pune,Rajesh Rao,Full-time,English,6/6/2021,9/26/2023
1302,Employee_1302,M,Sales,Bangalore,Amit Joshi,Full-time,Tamil,7/3/2021,9/10/2023
1303,Employee_1303,F,Tech Support,Hyderabad,Nisha Patel,Full-time,Marathi,3/3/2021,
1304,Employee_1304,F,Marketing,Chennai,Amit Joshi,Full-time,Tamil,8/28/2020,
1305,Employee_1305,F,HR,Delhi,Amit Joshi,Intern,Telugu,5/5/2021,
1306,Employee_1306,F,Sales,Chennai,Meena Das,Intern,Hindi,6/19/2021,5/9/2023
1307,Employee_1307,M,Operations,Bangalore,Rajesh Rao,Intern,Kannada,1/29/2022,9/12/2022
1308,Employee_1308,F,Tech Support,Bangalore,Nisha Patel,Intern,Hindi,4/11/2023,
1309,Employee_1309,M,HR,Mumbai,Rahul Nair,Intern,Tamil,2/16/2022,
1310,Employee_1310,F,Marketing,Chennai,Rahul Nair,Full-time,Hindi,8/7/2023,
1311,Employee_1311,M,Finance,Hyderabad,Rajesh Rao,Full-time,English,1/24/2023,
1312,Employee_1312,M,Sales,Chennai,Nisha Patel,Full-time,Hindi,4/24/2022,7/27/2024
1313,Employee_1313,M,Finance,Chennai,Amit Joshi,Intern,Marathi,11/1/2022,
1314,Employee_1314,F,Sales,Hyderabad,Amit Joshi,Intern,Kannada,9/26/2022,9/19/2024
1315,Employee_1315,F,Marketing,Hyderabad,Rajesh Rao,Full-time,Hindi,8/10/2021,1/21/2024
1316,Employee_1316,F,Tech Support,Pune,Meena Das,Full-time,Telugu,1/28/2021,
1317,Employee_1317,M,Operations,Bangalore,Rahul Nair,Full-time,Marathi,4/11/2022,
1318,Employee_1318,M,HR,Delhi,Meena Das,Intern,English,8/23/2023,
1319,Employee_1319,M,HR,Delhi,Rahul Nair,Full-time,Kannada,7/28/2023,7/17/2024
1320,Employee_1320,F,Tech Support,Hyderabad,Rajesh Rao,Intern,Kannada,3/28/2020,9/2/2022
1321,Employee_1321,M,Tech Support,Hyderabad,Nisha Patel,Full-time,Marathi,2/28/2023,
1322,Employee_1322,F,Marketing,Mumbai,Nisha Patel,Intern,Marathi,3/26/2022,
1323,Employee_1323,M,Finance,Chennai,Rahul Nair,Full-time,English,1/12/2023,12/1/2023
1324,Employee_1324,F,Finance,Mumbai,Amit Joshi,Intern,Telugu,6/14/2022,2/26/2023
1325,Employee_1325,F,HR,Bangalore,Rahul Nair,Intern,Tamil,3/1/2020,
1326,Employee_1326,F,Sales,Mumbai,Rahul Nair,Full-time,Marathi,1/15/2021,
1327,Employee_1327,F,Operations,Chennai,Nisha Patel,Intern,Telugu,5/30/2020,5/2/2021
1328,Employee_1328,F,HR,Pune,Rahul Nair,Full-time,Hindi,1/8/2022,7/12/2022
1329,Employee_1329,F,Sales,Hyderabad,Rajesh Rao,Intern,Kannada,6/27/2020,3/28/2022
1330,Employee_1330,F,HR,Hyderabad,Rahul Nair,Intern,Tamil,7/9/2020,
1331,Employee_1331,M,Finance,Mumbai,Nisha Patel,Intern,Hindi,6/22/2020,
1332,Employee_1332,F,Marketing,Hyderabad,Nisha Patel,Intern,Telugu,10/11/2020,1/8/2022
1333,Employee_1333,F,Tech Support,Bangalore,Meena Das,Full-time,Tamil,5/12/2022,1/25/2023
1334,Employee_1334,F,Tech Support,Mumbai,Meena Das,Intern,Tamil,8/7/2020,2/9/2021
1335,Employee_1335,M,Tech Support,Pune,Amit Joshi,Full-time,Tamil,11/16/2021,
1336,Employee_1336,F,Tech Support,Chennai,Meena Das,Full-time,Telugu,10/5/2021,5/15/2023
1337,Employee_1337,F,Sales,Mumbai,Nisha Patel,Full-time,Marathi,2/9/2022,9/14/2023
1338,Employee_1338,M,HR,Pune,Rajesh Rao,Intern,Marathi,1/31/2023,11/13/2024
1339,Employee_1339,M,Tech Support,Chennai,Nisha Patel,Intern,Tamil,10/19/2022,2/21/2024
1340,Employee_1340,F,Finance,Delhi,Amit Joshi,Intern,Kannada,5/31/2020,
1341,Employee_1341,F,Operations,Mumbai,Amit Joshi,Full-time,English,3/16/2020,
1342,Employee_1342,F,Marketing,Chennai,Amit Joshi,Full-time,Kannada,5/23/2021,
1343,Employee_1343,F,Tech Support,Delhi,Rajesh Rao,Full-time,English,8/14/2023,
1344,Employee_1344,M,HR,Pune,Meena Das,Intern,Marathi,6/13/2021,5/25/2023
1345,Employee_1345,M,Tech Support,Hyderabad,Meena Das,Full-time,Telugu,4/20/2023,
1346,Employee_1346,M,Sales,Chennai,Nisha Patel,Intern,Telugu,5/1/2022,
1347,Employee_1347,M,Finance,Delhi,Rahul Nair,Intern,English,12/3/2021,
1348,Employee_1348,F,Tech Support,Hyderabad,Rahul Nair,Full-time,Marathi,6/16/2022,
1349,Employee_1349,M,Operations,Bangalore,Nisha Patel,Full-time,Kannada,8/23/2020,2/5/2022
1350,Employee_1350,F,Marketing,Delhi,Nisha Patel,Full-time,Marathi,11/23/2020,8/1/2022
1351,Employee_1351,M,Operations,Mumbai,Nisha Patel,Intern,Kannada,9/8/2023,
1352,Employee_1352,M,Tech Support,Chennai,Rajesh Rao,Full-time,Kannada,5/29/2022,7/2/2023
1353,Employee_1353,F,Sales,Pune,Meena Das,Intern,Kannada,1/17/2021,2/2/2022
1354,Employee_1354,M,Tech Support,Pune,Meena Das,Full-time,Marathi,3/6/2022,
1355,Employee_1355,M,Operations,Bangalore,Rahul Nair,Full-time,Hindi,9/1/2021,
1356,Employee_1356,M,Finance,Delhi,Meena Das,Full-time,Kannada,9/17/2021,4/2/2023
1357,Employee_1357,F,Operations,Mumbai,Nisha Patel,Full-time,Tamil,2/24/2022,
1358,Employee_1358,F,Finance,Hyderabad,Rahul Nair,Full-time,Tamil,8/14/2021,12/29/2022
1359,Employee_1359,F,HR,Chennai,Meena Das,Intern,Marathi,10/6/2020,5/2/2022
1360,Employee_1360,M,Finance,Hyderabad,Nisha Patel,Intern,English,6/28/2022,
1361,Employee_1361,M,HR,Mumbai,Meena Das,Full-time,Kannada,7/16/2021,11/3/2022
1362,Employee_1362,F,Finance,Hyderabad,Meena Das,Full-time,Tamil,8/21/2020,8/27/2022
1363,Employee_1363,M,Tech Support,Hyderabad,Meena Das,Intern,Telugu,7/28/2020,
1364,Employee_1364,M,Marketing,Bangalore,Amit Joshi,Intern,Marathi,6/27/2020,
1365,Employee_1365,M,Finance,Bangalore,Nisha Patel,Full-time,English,6/3/2023,
1366,Employee_1366,M,Tech Support,Chennai,Rahul Nair,Intern,Kannada,3/13/2023,6/22/2024
1367,Employee_1367,M,Marketing,Delhi,Rajesh Rao,Intern,Marathi,7/1/2021,
1368,Employee_1368,M,Marketing,Bangalore,Rahul Nair,Full-time,Marathi,9/16/2020,
1369,Employee_1369,F,Operations,Delhi,Meena Das,Intern,English,3/15/2022,
1370,Employee_1370,M,HR,Mumbai,Rahul Nair,Intern,Tamil,7/21/2023,
1371,Employee_1371,M,Operations,Delhi,Rahul Nair,Full-time,Kannada,9/26/2022,3/27/2023
1372,Employee_1372,M,HR,Pune,Rahul Nair,Intern,Telugu,3/25/2022,12/4/2023
1373,Employee_1373,F,Tech Support,Chennai,Rajesh Rao,Full-time,English,1/25/2023,
1374,Employee_1374,F,Sales,Hyderabad,Nisha Patel,Intern,Tamil,7/6/2023,
1375,Employee_1375,F,Marketing,Chennai,Nisha Patel,Intern,Hindi,1/2/2020,
1376,Employee_1376,F,Sales,Pune,Nisha Patel,Full-time,Tamil,7/15/2021,1/15/2023
1377,Employee_1377,M,HR,Chennai,Rajesh Rao,Full-time,English,7/5/2023,
1378,Employee_1378,M,Finance,Bangalore,Amit Joshi,Intern,English,3/13/2021,
1379,Employee_1379,M,HR,Chennai,Nisha Patel,Intern,English,1/17/2020,
1380,Employee_1380,M,Tech Support,Pune,Rahul Nair,Full-time,Tamil,4/13/2021,1/22/2022
1381,Employee_1381,M,Sales,Mumbai,Amit Joshi,Full-time,Kannada,9/29/2020,
1382,Employee_1382,M,Operations,Chennai,Nisha Patel,Intern,Kannada,8/24/2023,
1383,Employee_1383,M,Sales,Hyderabad,Nisha Patel,Full-time,Kannada,11/7/2023,
1384,Employee_1384,F,Marketing,Bangalore,Rahul Nair,Full-time,Hindi,2/25/2022,11/6/2023
1385,Employee_1385,F,Operations,Hyderabad,Rahul Nair,Full-time,Kannada,2/7/2023,
1386,Employee_1386,F,Tech Support,Chennai,Rajesh Rao,Full-time,Tamil,5/27/2023,
1387,Employee_1387,M,Finance,Hyderabad,Rahul Nair,Intern,Hindi,3/1/2022,1/21/2024
1388,Employee_1388,F,Tech Support,Mumbai,Nisha Patel,Intern,English,3/3/2022,
1389,Employee_1389,M,Tech Support,Bangalore,Rajesh Rao,Full-time,Tamil,2/4/2020,
1390,Employee_1390,F,HR,Chennai,Meena Das,Full-time,Marathi,11/3/2022,9/26/2024
1391,Employee_1391,M,Tech Support,Hyderabad,Rahul Nair,Full-time,Kannada,1/3/2023,
1392,Employee_1392,M,Finance,Pune,Meena Das,Full-time,Telugu,2/20/2021,
1393,Employee_1393,M,Sales,Bangalore,Rajesh Rao,Intern,English,6/14/2022,
1394,Employee_1394,M,Tech Support,Chennai,Nisha Patel,Full-time,English,7/17/2022,
1395,Employee_1395,M,HR,Pune,Amit Joshi,Intern,Hindi,10/8/2020,
1396,Employee_1396,M,Sales,Pune,Meena Das,Intern,Kannada,1/31/2022,5/1/2023
1397,Employee_1397,M,HR,Delhi,Amit Joshi,Intern,English,5/10/2020,6/19/2022
1398,Employee_1398,M,Tech Support,Bangalore,Rahul Nair,Full-time,Kannada,10/20/2022,
1399,Employee_1399,M,Operations,Mumbai,Rajesh Rao,Full-time,English,10/12/2023,
1400,Employee_1400,F,Marketing,Bangalore,Rajesh Rao,Intern,Hindi,5/15/2021,11/18/2022
1401,Employee_1401,F,Sales,Mumbai,Rahul Nair,Full-time,Kannada,10/21/2021,3/12/2023
1402,Employee_1402,M,Marketing,Mumbai,Rajesh Rao,Intern,English,10/10/2023,
1403,Employee_1403,F,Tech Support,Hyderabad,Amit Joshi,Intern,English,8/10/2022,
1404,Employee_1404,F,Operations,Mumbai,Nisha Patel,Intern,Telugu,1/25/2022,2/21/2024
1405,Employee_1405,M,Operations,Mumbai,Nisha Patel,Full-time,English,4/26/2023,
1406,Employee_1406,F,Operations,Chennai,Rajesh Rao,Intern,English,4/19/2022,4/22/2024
1407,Employee_1407,M,Marketing,Mumbai,Nisha Patel,Intern,Tamil,9/8/2023,
1408,Employee_1408,M,Operations,Pune,Rajesh Rao,Full-time,Hindi,5/2/2020,
1409,Employee_1409,F,HR,Chennai,Rajesh Rao,Full-time,Kannada,11/30/2022,
1410,Employee_1410,F,Sales,Mumbai,Amit Joshi,Full-time,Tamil,9/30/2020,
1411,Employee_1411,M,Tech Support,Pune,Rahul Nair,Intern,Marathi,9/18/2023,
1412,Employee_1412,M,Sales,Bangalore,Nisha Patel,Full-time,Hindi,10/30/2021,1/31/2023
1413,Employee_1413,F,HR,Hyderabad,Amit Joshi,Intern,Hindi,8/4/2020,5/23/2022
1414,Employee_1414,M,Sales,Bangalore,Rahul Nair,Full-time,Hindi,7/14/2022,10/8/2023
1415,Employee_1415,F,HR,Mumbai,Rajesh Rao,Intern,Telugu,11/2/2021,1/10/2023
1416,Employee_1416,F,Finance,Chennai,Amit Joshi,Full-time,English,12/22/2020,8/8/2022
1417,Employee_1417,M,Sales,Hyderabad,Nisha Patel,Full-time,Hindi,8/4/2022,6/23/2023
1418,Employee_1418,M,Finance,Mumbai,Rahul Nair,Full-time,English,3/31/2022,7/3/2024
1419,Employee_1419,F,Marketing,Hyderabad,Rahul Nair,Full-time,English,5/12/2020,8/31/2022
1420,Employee_1420,F,Operations,Delhi,Meena Das,Full-time,Tamil,8/2/2022,9/7/2024
1421,Employee_1421,F,Marketing,Bangalore,Rahul Nair,Intern,Tamil,10/31/2023,
1422,Employee_1422,M,Operations,Pune,Meena Das,Intern,Kannada,10/31/2020,1/23/2023
1423,Employee_1423,F,Marketing,Delhi,Nisha Patel,Full-time,Marathi,9/8/2022,12/18/2023
1424,Employee_1424,F,Operations,Pune,Meena Das,Intern,Telugu,1/18/2023,
1425,Employee_1425,F,Tech Support,Bangalore,Rajesh Rao,Intern,Kannada,3/4/2023,
1426,Employee_1426,M,HR,Mumbai,Rahul Nair,Full-time,Hindi,3/24/2021,7/4/2022
1427,Employee_1427,F,Finance,Chennai,Rajesh Rao,Full-time,Kannada,7/24/2020,9/23/2021
1428,Employee_1428,M,Marketing,Mumbai,Rahul Nair,Intern,Kannada,3/6/2022,2/26/2023
1429,Employee_1429,F,Finance,Mumbai,Nisha Patel,Full-time,Tamil,2/27/2020,
1430,Employee_1430,M,Sales,Hyderabad,Nisha Patel,Full-time,English,1/15/2023,11/27/2024
1431,Employee_1431,F,Finance,Bangalore,Nisha Patel,Intern,Marathi,12/14/2022,
1432,Employee_1432,F,Sales,Hyderabad,Nisha Patel,Full-time,English,12/29/2020,
1433,Employee_1433,M,Tech Support,Chennai,Meena Das,Full-time,Telugu,12/13/2022,
1434,Employee_1434,F,Operations,Delhi,Rahul Nair,Full-time,Marathi,9/10/2021,8/17/2022
1435,Employee_1435,F,Marketing,Chennai,Amit Joshi,Full-time,Tamil,2/24/2023,
1436,Employee_1436,F,Marketing,Bangalore,Rajesh Rao,Intern,Kannada,9/20/2021,
1437,Employee_1437,M,Operations,Mumbai,Rajesh Rao,Intern,Hindi,3/7/2020,7/25/2021
1438,Employee_1438,M,Tech Support,Pune,Nisha Patel,Full-time,Marathi,11/9/2021,
1439,Employee_1439,F,HR,Hyderabad,Rahul Nair,Full-time,Hindi,10/4/2023,
1440,Employee_1440,M,Operations,Hyderabad,Rajesh Rao,Intern,Tamil,11/20/2023,
1441,Employee_1441,F,HR,Delhi,Rahul Nair,Intern,English,5/9/2022,
1442,Employee_1442,M,Marketing,Delhi,Rajesh Rao,Full-time,Telugu,9/8/2022,
1443,Employee_1443,M,Tech Support,Bangalore,Meena Das,Full-time,Marathi,2/11/2020,11/24/2020
1444,Employee_1444,M,Tech Support,Mumbai,Amit Joshi,Intern,Marathi,6/2/2020,
1445,Employee_1445,M,Finance,Delhi,Nisha Patel,Full-time,English,3/4/2020,
1446,Employee_1446,F,Operations,Mumbai,Amit Joshi,Intern,Marathi,11/9/2021,11/18/2022
1447,Employee_1447,M,HR,Mumbai,Amit Joshi,Intern,Hindi,7/30/2021,5/4/2022
1448,Employee_1448,M,Tech Support,Chennai,Amit Joshi,Intern,Hindi,4/21/2020,12/29/2021
1449,Employee_1449,F,Sales,Delhi,Rajesh Rao,Intern,Tamil,7/17/2020,7/6/2021
1450,Employee_1450,F,Sales,Chennai,Amit Joshi,Intern,Hindi,8/22/2022,
1451,Employee_1451,F,Marketing,Delhi,Rajesh Rao,Intern,Tamil,1/29/2022,
1452,Employee_1452,M,Marketing,Chennai,Rajesh Rao,Full-time,Marathi,8/10/2022,11/8/2023
1453,Employee_1453,F,Finance,Bangalore,Amit Joshi,Full-time,Tamil,12/5/2021,
1454,Employee_1454,F,Finance,Bangalore,Meena Das,Intern,English,12/6/2022,
1455,Employee_1455,M,Finance,Mumbai,Amit Joshi,Full-time,English,3/19/2022,
1456,Employee_1456,M,Marketing,Bangalore,Rajesh Rao,Intern,English,7/8/2022,6/24/2023
1457,Employee_1457,M,Finance,Pune,Rahul Nair,Full-time,English,10/31/2023,
1458,Employee_1458,F,Tech Support,Mumbai,Meena Das,Full-time,Marathi,3/5/2022,
1459,Employee_1459,F,Sales,Delhi,Nisha Patel,Full-time,Kannada,6/30/2023,
1460,Employee_1460,M,Sales,Mumbai,Rajesh Rao,Intern,Kannada,4/19/2023,
1461,Employee_1461,F,HR,Chennai,Meena Das,Intern,English,12/5/2021,
1462,Employee_1462,F,Sales,Delhi,Rahul Nair,Full-time,English,12/18/2020,11/10/2021
1463,Employee_1463,F,Sales,Pune,Rahul Nair,Intern,Telugu,8/31/2022,
1464,Employee_1464,M,Marketing,Bangalore,Rahul Nair,Intern,Telugu,10/3/2022,
1465,Employee_1465,M,Marketing,Delhi,Nisha Patel,Intern,Marathi,7/5/2021,
1466,Employee_1466,F,Sales,Mumbai,Nisha Patel,Full-time,Telugu,9/19/2022,
1467,Employee_1467,M,Marketing,Bangalore,Nisha Patel,Full-time,Hindi,11/3/2022,
1468,Employee_1468,F,Operations,Bangalore,Rahul Nair,Intern,Tamil,3/8/2020,
1469,Employee_1469,M,Marketing,Pune,Meena Das,Intern,Hindi,10/31/2022,9/2/2023
1470,Employee_1470,F,Tech Support,Bangalore,Rahul Nair,Full-time,Telugu,8/29/2022,
1471,Employee_1471,M,Marketing,Chennai,Nisha Patel,Full-time,Telugu,2/26/2020,2/6/2021
1472,Employee_1472,M,Operations,Hyderabad,Meena Das,Full-time,Marathi,8/27/2023,
1473,Employee_1473,M,Marketing,Pune,Amit Joshi,Intern,Marathi,12/20/2020,
1474,Employee_1474,F,HR,Pune,Nisha Patel,Intern,Telugu,8/9/2023,
1475,Employee_1475,F,Finance,Hyderabad,Rajesh Rao,Intern,Kannada,10/18/2023,
1476,Employee_1476,F,Tech Support,Chennai,Rajesh Rao,Intern,English,8/18/2023,
1477,Employee_1477,F,Tech Support,Pune,Rahul Nair,Full-time,Hindi,11/19/2021,
1478,Employee_1478,M,Finance,Delhi,Rahul Nair,Full-time,Marathi,11/25/2022,
1479,Employee_1479,F,Tech Support,Delhi,Meena Das,Intern,Marathi,2/22/2020,
1480,Employee_1480,M,Tech Support,Chennai,Nisha Patel,Intern,Marathi,3/13/2020,
1481,Employee_1481,M,Operations,Mumbai,Nisha Patel,Intern,English,1/4/2022,
1482,Employee_1482,M,Operations,Pune,Rajesh Rao,Full-time,Telugu,8/22/2022,11/9/2023
1483,Employee_1483,F,HR,Pune,Rahul Nair,Intern,Kannada,4/2/2021,
1484,Employee_1484,M,HR,Hyderabad,Amit Joshi,Full-time,Tamil,8/25/2021,
1485,Employee_1485,F,Finance,Pune,Meena Das,Full-time,Hindi,2/2/2021,
1486,Employee_1486,F,HR,Mumbai,Meena Das,Full-time,Telugu,10/8/2020,
1487,Employee_1487,F,Tech Support,Chennai,Nisha Patel,Intern,Marathi,1/4/2021,
1488,Employee_1488,M,Marketing,Mumbai,Nisha Patel,Intern,English,4/28/2020,8/1/2021
1489,Employee_1489,F,HR,Delhi,Meena Das,Intern,English,9/22/2020,
1490,Employee_1490,F,Sales,Pune,Amit Joshi,Full-time,English,3/18/2020,
1491,Employee_1491,M,Operations,Pune,Rahul Nair,Full-time,English,10/17/2023,12/24/2024
1492,Employee_1492,F,Marketing,Hyderabad,Rajesh Rao,Intern,Telugu,2/24/2022,
1493,Employee_1493,F,HR,Chennai,Nisha Patel,Intern,Tamil,7/22/2022,
1494,Employee_1494,M,HR,Hyderabad,Nisha Patel,Full-time,Marathi,1/5/2022,
1495,Employee_1495,M,Sales,Pune,Rajesh Rao,Intern,Marathi,9/25/2020,4/15/2021
1496,Employee_1496,M,Finance,Hyderabad,Rajesh Rao,Full-time,English,6/7/2021,
1497,Employee_1497,F,Sales,Mumbai,Rahul Nair,Intern,Marathi,11/13/2023,
1498,Employee_1498,M,Tech Support,Delhi,Rajesh Rao,Intern,Kannada,11/9/2020,4/10/2023
1499,Employee_1499,F,Sales,Mumbai,Amit Joshi,Full-time,Telugu,5/25/2023,
1500,Employee_1500,F,Marketing,Mumbai,Nisha Patel,Intern,Kannada,8/21/2020,
1501,Employee_1501,F,Marketing,Hyderabad,Amit Joshi,Intern,Hindi,2/17/2021,10/9/2022
1502,Employee_1502,F,Marketing,Hyderabad,Rajesh Rao,Full-time,English,11/10/2023,
1503,Employee_1503,M,Sales,Mumbai,Rajesh Rao,Full-time,Telugu,3/21/2023,
1504,Employee_1504,F,HR,Hyderabad,Rajesh Rao,Full-time,English,8/12/2023,12/7/2024
1505,Employee_1505,F,HR,Chennai,Rajesh Rao,Full-time,English,8/18/2021,1/8/2024
1506,Employee_1506,M,Tech Support,Pune,Meena Das,Intern,Marathi,1/20/2020,
1507,Employee_1507,M,Sales,Delhi,Meena Das,Intern,Telugu,7/9/2020,12/21/2021
1508,Employee_1508,F,HR,Chennai,Nisha Patel,Full-time,Hindi,2/28/2022,
1509,Employee_1509,M,Sales,Delhi,Amit Joshi,Intern,Kannada,11/26/2023,
1510,Employee_1510,F,Tech Support,Mumbai,Rajesh Rao,Full-time,Tamil,10/21/2023,
1511,Employee_1511,F,Sales,Hyderabad,Rahul Nair,Intern,English,9/26/2022,5/19/2024
1512,Employee_1512,M,Operations,Pune,Amit Joshi,Full-time,Tamil,10/20/2023,
1513,Employee_1513,F,Tech Support,Chennai,Meena Das,Full-time,Kannada,9/17/2023,
1514,Employee_1514,M,Finance,Delhi,Meena Das,Full-time,English,6/9/2023,
1515,Employee_1515,F,Sales,Mumbai,Nisha Patel,Intern,Tamil,10/3/2022,3/4/2024
1516,Employee_1516,F,Sales,Delhi,Meena Das,Intern,English,4/26/2021,1/20/2023
1517,Employee_1517,M,Sales,Delhi,Meena Das,Full-time,Kannada,10/15/2022,
1518,Employee_1518,F,Finance,Mumbai,Nisha Patel,Intern,Telugu,1/29/2023,10/29/2023
1519,Employee_1519,M,HR,Pune,Amit Joshi,Intern,Marathi,1/14/2022,
1520,Employee_1520,M,Sales,Chennai,Nisha Patel,Full-time,Telugu,9/7/2023,
1521,Employee_1521,F,Finance,Mumbai,Rahul Nair,Full-time,English,12/28/2021,
1522,Employee_1522,F,Sales,Pune,Amit Joshi,Full-time,Hindi,12/2/2020,
1523,Employee_1523,F,Marketing,Delhi,Nisha Patel,Intern,English,9/4/2020,
1524,Employee_1524,M,HR,Delhi,Amit Joshi,Full-time,Tamil,4/28/2022,8/3/2024
1525,Employee_1525,M,Finance,Delhi,Amit Joshi,Intern,Kannada,1/9/2020,
1526,Employee_1526,M,Operations,Bangalore,Rajesh Rao,Intern,Marathi,12/28/2020,
1527,Employee_1527,F,Finance,Delhi,Meena Das,Full-time,Telugu,5/14/2023,
1528,Employee_1528,F,HR,Bangalore,Nisha Patel,Intern,Kannada,3/25/2022,
1529,Employee_1529,F,Operations,Chennai,Amit Joshi,Full-time,Hindi,11/15/2022,
1530,Employee_1530,F,Operations,Pune,Nisha Patel,Full-time,Kannada,3/5/2021,
1531,Employee_1531,F,Operations,Hyderabad,Rahul Nair,Intern,Kannada,1/16/2023,
1532,Employee_1532,F,Operations,Chennai,Amit Joshi,Intern,Tamil,3/14/2023,
1533,Employee_1533,M,HR,Bangalore,Rajesh Rao,Full-time,Hindi,1/27/2020,
1534,Employee_1534,M,Tech Support,Chennai,Rahul Nair,Full-time,English,6/30/2021,
1535,Employee_1535,M,Finance,Hyderabad,Rahul Nair,Intern,English,11/15/2023,
1536,Employee_1536,M,Operations,Chennai,Amit Joshi,Intern,Hindi,6/15/2023,
1537,Employee_1537,F,Operations,Chennai,Rajesh Rao,Intern,Tamil,11/12/2022,
1538,Employee_1538,F,Finance,Hyderabad,Rajesh Rao,Intern,Hindi,5/3/2022,
1539,Employee_1539,F,Marketing,Chennai,Rahul Nair,Full-time,Marathi,6/24/2023,
1540,Employee_1540,M,Marketing,Bangalore,Amit Joshi,Full-time,Tamil,1/31/2021,1/27/2022
1541,Employee_1541,F,Marketing,Bangalore,Amit Joshi,Intern,English,3/24/2020,
1542,Employee_1542,M,Sales,Bangalore,Rahul Nair,Full-time,Marathi,11/7/2021,
1543,Employee_1543,F,HR,Mumbai,Amit Joshi,Intern,English,6/14/2023,
1544,Employee_1544,M,Finance,Hyderabad,Amit Joshi,Full-time,Tamil,10/12/2021,
1545,Employee_1545,M,Tech Support,Bangalore,Nisha Patel,Intern,Telugu,1/17/2023,
1546,Employee_1546,F,Finance,Chennai,Rajesh Rao,Full-time,Marathi,1/8/2022,3/31/2024
1547,Employee_1547,M,Sales,Chennai,Rahul Nair,Intern,English,12/9/2021,
1548,Employee_1548,M,Finance,Pune,Amit Joshi,Intern,Tamil,3/1/2022,6/13/2023
1549,Employee_1549,M,Tech Support,Mumbai,Rajesh Rao,Full-time,Hindi,3/30/2020,7/25/2022
1550,Employee_1550,M,Marketing,Chennai,Nisha Patel,Intern,English,1/6/2023,
1551,Employee_1551,F,Operations,Hyderabad,Nisha Patel,Full-time,Tamil,2/25/2021,
1552,Employee_1552,M,Marketing,Pune,Amit Joshi,Full-time,Kannada,11/10/2021,7/23/2022
1553,Employee_1553,F,HR,Delhi,Meena Das,Intern,Telugu,4/11/2021,
1554,Employee_1554,M,Operations,Chennai,Amit Joshi,Full-time,Marathi,2/4/2020,12/1/2020
1555,Employee_1555,F,Finance,Hyderabad,Rahul Nair,Intern,Kannada,4/14/2023,12/24/2023
1556,Employee_1556,F,HR,Chennai,Rajesh Rao,Intern,Hindi,6/26/2020,3/16/2022
1557,Employee_1557,F,Operations,Bangalore,Rahul Nair,Intern,English,12/28/2022,7/30/2024
1558,Employee_1558,M,Sales,Hyderabad,Rajesh Rao,Intern,Kannada,2/7/2023,
1559,Employee_1559,F,Marketing,Chennai,Rahul Nair,Full-time,Tamil,1/26/2023,
1560,Employee_1560,M,Marketing,Bangalore,Nisha Patel,Intern,Hindi,8/15/2023,
1561,Employee_1561,M,Finance,Delhi,Amit Joshi,Full-time,Telugu,8/22/2020,9/21/2022
1562,Employee_1562,M,Operations,Mumbai,Meena Das,Intern,Telugu,10/7/2023,7/13/2024
1563,Employee_1563,M,Sales,Pune,Amit Joshi,Full-time,Hindi,9/19/2020,
1564,Employee_1564,F,Finance,Chennai,Rahul Nair,Full-time,Kannada,10/12/2021,
1565,Employee_1565,F,Marketing,Hyderabad,Rahul Nair,Full-time,Hindi,3/6/2023,7/21/2024
1566,Employee_1566,F,Marketing,Chennai,Rahul Nair,Intern,Tamil,8/5/2023,
1567,Employee_1567,F,Finance,Hyderabad,Nisha Patel,Full-time,Telugu,7/1/2022,11/5/2023
1568,Employee_1568,M,Tech Support,Chennai,Rajesh Rao,Full-time,English,10/13/2020,
1569,Employee_1569,F,Finance,Bangalore,Rajesh Rao,Intern,Kannada,11/4/2022,
1570,Employee_1570,M,Tech Support,Delhi,Nisha Patel,Intern,Hindi,1/10/2023,
